player_id,team_id,player_name,player_shirt_number,player_age,player_height,player_nationality,player_positions,Apps,Mins,Goals,Assists,Yel,Red,SpG,PS,AerialsWon,MotM,Rating,Tackles,Inter,Fouls,Offsides,Clear,Drb,Blocks,OwnG,KeyP,Fouled,Off,Disp,UnsTch,AvgP,Crosses,LongB,ThrB,strengths,weaknesses,player_style,name_lower,RecordID,ClubName,League/Country,BootsName,BootsMaterial,BootsBrand,BootsPack,BootsType,BootsPosition,BootsTopPlayers,PlayerMarketValue
2,1,Raphinha,11.0,28,176,Brazil,"['Attacking Midfielder Centre', 'Attacking Midfielder Left', 'Attacking Midfielder Right', 'Forward']",54,4266,32,17,4,0,3.2,78.9,0.2,16,7.7,1.1,0.4,0.4,0.0,0.5,0.5,0.0,0,2.5,1.1,0.3,0.9,1.4,34.7,1.4,1.4,0.1,"['Key passes', 'Finishing', 'Crossing', 'Through balls', 'Taking set-pieces', 'Long shots', 'Holding on to the ball', 'Passing']",['Discipline'],"['Likes to cut inside', 'Plays the ball off the ground often', 'Does not dive into tackles']",raphinha,1679742361-1706,FC Barcelona,La Liga,X Speedportal.1,Speedskin,adidas,Own Your Football,Speed,Attack,Lionel Messi,€50 million
3,1,Robert Lewandowski,9.0,36,185,Poland,['Forward'],61,4087,43,4,4,0,3.0,75.3,1.2,7,7.2,0.4,0.1,1.0,0.0,0.7,0.2,0.0,0,0.7,1.2,0.4,1.4,1.9,15.2,0.0,0.3,0.0,"['Finishing', 'Long shots', 'Headed attempts']",['Defensive contribution'],"['Likes to do layoffs', 'Does not dive into tackles']",robert lewandowski,1679742361-1709,FC Barcelona,La Liga,Zoom Mercurial Vapor 15,Vaporsite+,Nike,Blast,Speed,Attack,Cristiano Ronaldo,€40 million
4,1,Pedri,8.0,22,174,Spain,"['Midfielder Centre', 'Midfielder Left']",66,4228,8,9,3,0,0.7,89.3,0.1,0,7.11,1.8,0.6,0.3,0.0,0.3,1.2,0.1,0,1.9,1.3,0.1,0.9,1.3,64.3,0.3,3.5,0.3,"['Passing', 'Key passes', 'Dribbling', 'Through balls', 'Long shots', 'Concentration']","['Aerial Duels', 'Tackling']","['Gets fouled often', 'Likes to do layoffs']",pedri,1679742361-1714,FC Barcelona,La Liga,Predator Accuracy+,Primeknit,adidas,Own Your Football,Control,Midfield,Jude Bellingham,€100 million
5,1,Dani Olmo,20.0,27,179,Spain,"['Attacking Midfielder Centre', 'Attacking Midfielder Left', 'Attacking Midfielder Right', 'Forward']",47,2168,15,6,2,0,1.9,83.4,0.4,3,7.03,0.7,0.2,0.7,0.0,0.3,0.4,0.1,0,1.2,1.0,0.0,0.9,1.4,26.0,0.2,1.0,0.3,"['Dribbling', 'Long shots', 'Through balls', 'Finishing', 'Key passes', 'Defensive contribution']",[],"['Likes to play long balls', 'Likes to dribble', 'Likes to do layoffs']",dani olmo,1679742361-420,RB Leipzig,Bundesliga,F50 Adizero IV Leather,Leather,adidas,Speed Legacy,Speed,Attack,Jordi Alba,€40 million
6,1,Iñigo Martínez,5.0,34,182,Spain,['Defender Centre'],46,3451,3,5,9,0,0.4,91.3,1.9,1,6.89,0.9,0.6,0.7,1.5,3.6,0.4,0.4,0,0.5,0.9,0.0,0.1,0.3,83.7,0.0,4.5,0.0,"['Passing', 'Concentration']",['Tackling'],['Does not dive into tackles'],iñigo martínez,1679742361-1627,Athletic Club,La Liga,Phantom VNM,Flyknit,Nike,Phantom Fire,Striking,Attack,Erling Haaland,€18 million
7,1,Jules Koundé,23.0,26,180,France,"['Defender Centre', 'Defender Right']",65,4494,4,6,5,0,0.5,88.4,1.2,3,6.9,1.8,0.6,0.7,0.7,2.2,0.6,0.2,0,1.0,0.6,0.1,0.5,1.2,56.5,0.4,1.6,0.0,"['Passing', 'Holding on to the ball', 'Aerial Duels', 'Key passes']",['Tackling'],"['Likes to play short passes', 'Does not dive into tackles']",jules koundé,1679742361-1722,FC Barcelona,La Liga,Predator Accuracy.1,Primeknit,adidas,Own Your Football,Control,Midfield,Jude Bellingham,€60 million
10,1,Ferran Torres,7.0,25,184,Spain,"['Attacking Midfielder Left', 'Attacking Midfielder Right', 'Forward']",52,1730,21,7,3,1,1.5,79.3,0.3,0,6.64,0.2,0.1,0.2,0.0,0.2,0.2,0.1,0,0.5,0.5,0.2,0.4,0.8,10.5,0.1,0.2,0.0,"['Direct free-kicks', 'Key passes', 'Finishing', 'Long shots', 'Crossing', 'Holding on to the ball']","['Aerial Duels', 'Defensive contribution']","['Likes to cut inside', 'Counter attack threat', 'Does not dive into tackles']",ferran torres,1679742361-1705,FC Barcelona,La Liga,X Speedportal+,Speedskin,adidas,Own Your Football,Speed,Attack,Lionel Messi,€30 million
11,1,Alejandro Balde,3.0,21,175,Spain,"['Defender Left', 'Defender Right', 'Midfielder Left']",46,3015,1,6,4,0,0.3,90.8,0.4,0,6.74,0.6,0.2,0.4,0.8,0.7,0.2,0.2,0,0.7,1.0,0.0,0.9,1.2,38.8,0.3,0.6,0.0,"['Dribbling', 'Passing', 'Key passes', 'Concentration']",['Tackling'],"['Likes to dribble', 'Likes to play short passes', 'Does not dive into tackles']",alejandro balde,1679742361-1720,FC Barcelona,La Liga,Zoom Mercurial Vapor 15,Vaporsite+,Nike,Blast,Speed,Attack,Cristiano Ronaldo,€30 million
13,1,Eric García,24.0,24,182,Spain,"['Defender Centre', 'Defender Right', 'Defensive Midfielder C']",37,1740,4,3,4,1,0.5,91.9,0.8,0,6.63,1.1,0.5,0.7,0.2,1.2,0.3,0.2,0,0.2,0.3,0.0,0.1,0.5,38.9,0.1,0.8,0.1,"['Holding on to the ball', 'Passing', 'Long shots', 'Concentration']",[],[],eric garcía,1679742361-1717,FC Barcelona,La Liga,Copa Pure+,Fusionskin,adidas,Own Your Football,Control,Midfield,Paulo Dybala,€12 million
15,1,Andreas Christensen,15.0,29,187,Denmark,"['Defender Centre', 'Defensive Midfielder C']",10,584,0,0,3,0,0.4,93.1,2.3,0,6.58,1.1,1.1,0.8,0.6,2.0,0.0,0.1,0,0.1,0.3,0.0,0.0,0.1,48.7,0.0,0.9,0.0,"['Aerial Duels', 'Passing', 'Concentration']",['Tackling'],"['Likes to play short passes', 'Likes to do layoffs', 'Does not dive into tackles']",andreas christensen,1679742361-1719,FC Barcelona,La Liga,Copa Pure+,Fusionskin,adidas,Own Your Football,Control,Midfield,Paulo Dybala,€30 million
16,1,Wojciech Szczesny,25.0,35,195,Poland,['Goalkeeper'],33,2280,0,0,1,1,0.0,82.8,0.1,1,6.64,0.0,0.0,0.2,0.0,1.8,0.0,0.0,0,0.0,0.2,0.0,0.0,0.0,28.9,0.0,2.8,0.0,"['Shot stopping (Reflexes)', 'Saving close range shots']",[],[],wojciech szczesny,1679742361-4651,Juventus,Serie A,Tekela v4,Knit,New Balance,Dizzy Heights,,,Xavi Simons,€13 million
17,1,Pablo Torre,14.0,22,173,Spain,['Attacking Midfielder Centre'],14,328,4,1,0,0,0.6,86.6,0.1,0,6.56,0.5,0.3,0.4,0.0,0.3,0.3,0.0,0,0.7,0.7,0.1,0.5,0.5,18.3,0.3,0.3,0.2,[],[],[],pablo torre,1679742361-1710,FC Barcelona,La Liga,Copa Pure.1,Fusionskin,adidas,Pearlized,Control,Midfield,Paulo Dybala,€3 million
19,1,Frenkie de Jong,21.0,28,181,Netherlands,"['Defender Centre', 'Defensive Midfielder C']",47,2114,2,2,7,0,0.2,94.7,0.5,0,6.53,1.0,0.6,0.7,0.0,0.5,0.4,0.1,0,0.7,0.7,0.0,0.3,0.4,49.4,0.1,1.6,0.1,"['Passing', 'Through balls', 'Tackling']",[],"['Likes to do layoffs', 'Likes to play short passes']",frenkie de jong,1679742361-1713,FC Barcelona,La Liga,Mercurial Vapor 14,Flyknit,Nike,Progress,Speed,Attack,Cristiano Ronaldo,€60 million
20,1,Iñaki Peña,13.0,26,184,Spain,['Goalkeeper'],22,1754,0,0,1,0,0.0,86.3,0.1,0,6.48,0.0,0.0,0.0,0.0,1.8,0.1,0.0,0,0.0,0.0,0.0,0.0,0.0,33.1,0.0,2.5,0.0,['Concentration'],"['Catching crosses', 'Long passing']",['Comes off his line often'],iñaki peña,1679742361-1725,FC Barcelona,La Liga,Predator Accuracy.1,Primeknit,adidas,Own Your Football,Control,Midfield,Jude Bellingham,€4 million
21,1,Marc-André ter Stegen,1.0,33,187,Germany,['Goalkeeper'],13,947,0,0,0,0,0.0,87.9,0.5,1,6.65,0.0,0.0,0.0,0.0,0.9,0.1,0.0,0,0.1,0.3,0.0,0.0,0.0,28.9,0.0,4.2,0.0,"['Long passing', 'Saving close range shots', 'Shot stopping (Reflexes)']",['Catching crosses'],[],marc-andré ter stegen,1679742361-1726,FC Barcelona,La Liga,Predator Edge.1,Primeknit,adidas,Al Rihla,Control,Midfield,Jude Bellingham,€40 million
23,1,Gavi,6.0,20,173,Spain,"['Midfielder Centre', 'Midfielder Left']",35,1292,1,1,5,0,0.4,89.9,0.8,0,6.36,0.9,0.3,1.2,0.0,0.2,0.4,0.1,0,0.5,0.7,0.0,0.3,0.6,24.7,0.0,0.7,0.0,['Tackling'],"['Finishing', 'Concentration']","['Gets fouled often', 'Likes to tackle', 'Commits fouls often']",gavi,1679742361-1715,FC Barcelona,La Liga,Phantom GX,Gripknit,Nike,,Control,Midfield,Erling Haaland,€90 million
24,1,Ansu Fati,10.0,22,178,Spain,"['Attacking Midfielder Left', 'Forward']",11,270,0,0,1,0,1.2,85.7,0.2,0,6.27,0.5,0.1,0.3,0.0,0.0,0.2,0.0,0,0.4,0.2,0.2,0.7,1.1,14.7,0.0,0.3,0.2,"['Finishing', 'Passing', 'Long shots']",['Defensive contribution'],"['Likes to cut inside', 'Likes to play short passes', 'Likes to do layoffs', 'Does not dive into tackles']",ansu fati,1679742361-1707,FC Barcelona,La Liga,Zoom Mercurial Vapor 15,Vaporsite+,Nike,,Speed,Attack,Cristiano Ronaldo,€35 million
29,2,Kylian Mbappé,9.0,26,178,France,"['Attacking Midfielder Centre', 'Attacking Midfielder Left', 'Attacking Midfielder Right', 'Forward']",65,4722,42,5,7,1,4.5,84.7,0.2,11,7.57,0.3,0.0,0.7,0.0,0.0,0.2,0.0,0,1.3,1.1,0.9,1.5,2.1,30.6,0.2,1.2,0.1,"['Passing', 'Dribbling', 'Finishing', 'Long shots', 'Through balls', 'Key passes', 'Holding on to the ball', 'Direct free-kicks']","['Defensive contribution', 'Offside awareness', 'Aerial Duels', 'Crossing']","['Counter attack threat', 'Likes to cut inside', 'Likes to do layoffs', 'Likes to dribble', 'Likes to shoot from distance', 'Plays the ball off the ground often', 'Likes to play long balls', 'Does not dive into tackles']",kylian mbappé,1679742361-2241,Paris Saint-Germain,Ligue 1,Zoom Mercurial Superfly 9,Vaporsite+,Nike,,Speed,Attack,Cristiano Ronaldo,€180 million
30,2,Jude Bellingham,5.0,21,186,England,"['Midfielder Centre', 'Midfielder Left', 'Midfielder Right', 'Forward']",66,4902,18,16,17,2,1.9,88.4,1.0,12,7.4,1.9,0.8,1.1,0.0,0.8,0.7,0.1,0,1.5,2.2,0.2,1.6,1.8,50.5,0.1,2.1,0.2,"['Tackling', 'Passing', 'Key passes', 'Finishing', 'Long shots', 'Dribbling', 'Holding on to the ball', 'Defensive contribution']",['Crossing'],"['Gets fouled often', 'Likes to do layoffs', 'Likes to dribble']",jude bellingham,1679742361-482,Borussia Dortmund,Bundesliga,Predator Accuracy.1 Low,Primeknit,adidas,Parley,Control,Midfield,Jude Bellingham,€110 million
32,2,Federico Valverde,8.0,26,182,Uruguay,"['Defender Right', 'Midfielder Centre', 'Midfielder Left', 'Midfielder Right']",76,4866,12,7,8,0,1.5,90.1,0.8,5,7.15,1.5,1.5,0.5,0.1,1.5,0.6,0.2,0,1.2,0.4,0.0,0.1,0.7,57.5,0.1,4.0,0.2,"['Holding on to the ball', 'Defensive contribution', 'Passing', 'Key passes', 'Long shots', 'Ball interception']",['Finishing'],"['Likes to shoot from distance', 'Indirect set-piece threat', 'Does not dive into tackles']",federico valverde,1679742361-1691,Real Madrid,La Liga,Zoom Mercurial Vapor 15,Vaporsite+,Nike,Blast,Speed,Attack,Cristiano Ronaldo,€100 million
33,2,Rodrygo,11.0,24,174,Brazil,"['Attacking Midfielder Centre', 'Attacking Midfielder Left', 'Attacking Midfielder Right', 'Forward']",69,3224,18,7,1,0,1.9,90.7,0.3,5,7.15,1.0,0.4,0.4,0.0,0.3,0.6,0.0,0,1.5,1.2,0.0,0.7,1.7,33.0,0.7,0.4,0.0,"['Holding on to the ball', 'Passing', 'Key passes', 'Dribbling', 'Finishing', 'Crossing']",['Aerial Duels'],"['Likes to dribble', 'Likes to cut inside', 'Likes to play short passes', 'Counter attack threat']",rodrygo,1679742361-1685,Real Madrid,La Liga,Phantom GX,Gripknit,Nike,,Control,Midfield,Erling Haaland,€80 million
34,2,Éder Militão,3.0,27,186,Brazil,"['Defender Centre', 'Defender Right']",22,1699,1,1,5,0,0.7,89.6,1.8,1,6.95,1.5,1.2,1.3,0.3,2.9,0.4,0.9,0,0.4,0.8,0.0,0.2,0.3,55.1,0.0,4.0,0.0,"['Passing', 'Tackling']",[],"['Indirect set-piece threat', 'Likes to tackle', 'Commits fouls often']",éder militão,1679742361-1701,Real Madrid,La Liga,Predator Accuracy+,Primeknit,adidas,Own Your Football,Control,Midfield,Jude Bellingham,€70 million
35,2,Eduardo Camavinga,6.0,22,182,France,"['Defender Left', 'Defensive Midfielder C']",44,1805,2,2,9,1,0.4,90.5,0.9,1,6.73,2.2,0.8,1.3,0.0,1.2,0.6,0.3,0,0.6,1.4,0.0,0.6,0.4,34.2,0.0,1.7,0.1,"['Dribbling', 'Long shots', 'Passing', 'Ball interception', 'Blocking the ball', 'Tackling']",[],"['Gets fouled often', 'Likes to do layoffs', 'Likes to play short passes', 'Likes to tackle', 'Commits fouls often']",eduardo camavinga,1679742361-1690,Real Madrid,La Liga,Phantom GX,Gripknit,Nike,Blast,Control,Midfield,Erling Haaland,€60 million
37,2,Aurélien Tchouaméni,14.0,25,187,France,"['Defender Centre', 'Defensive Midfielder C']",59,4209,2,0,13,0,0.8,93.0,1.8,1,6.89,1.8,1.4,0.8,0.2,2.5,0.5,0.7,0,0.4,0.7,0.0,0.2,0.6,62.3,0.1,2.3,0.0,"['Aerial Duels', 'Passing', 'Blocking the ball']",[],['Likes to play short passes'],aurélien tchouaméni,1679742361-1688,Real Madrid,La Liga,Phantom GX DF,Gripknit,Nike,,Control,Midfield,Erling Haaland,€90 million
38,2,Luka Modric,10.0,39,172,Croatia,['Midfielder Centre'],63,2801,6,9,12,0,0.6,91.7,0.1,1,6.75,1.0,0.8,0.6,0.0,0.5,0.6,0.1,0,1.6,0.5,0.0,0.4,0.6,49.9,0.6,2.9,0.2,"['Passing', 'Key passes', 'Taking set-pieces', 'Ball interception']","['Finishing', 'Aerial Duels', 'Tackling']","['Plays the ball off the ground often', 'Likes to shoot from distance', 'Does not dive into tackles']",luka modric,1679742361-1692,Real Madrid,La Liga,Mercurial Vapor 14,Flyknit,Nike,Blueprint,Speed,Attack,Cristiano Ronaldo,€10 million
40,2,Thibaut Courtois,1.0,33,200,Belgium,['Goalkeeper'],47,3991,0,0,1,0,0.0,78.2,0.3,1,6.88,0.0,0.0,0.0,0.0,0.8,0.0,0.0,1,0.0,0.1,0.0,0.0,0.0,29.5,0.0,2.5,0.0,"['Shot stopping (Reflexes)', 'Saving long shots', 'Concentration']","['Long passing', 'Catching crosses']",[],thibaut courtois,1679742361-1704,Real Madrid,La Liga,Tiempo Legend 9,Kangaroo Leather,Nike,Generation,Modern C,Defence,Virgil van Dijk,€60 million
43,2,Fran García,20.0,25,167,,['Defender Left'],39,2347,0,2,0,0,0.3,89.2,0.5,0,6.64,1.4,0.9,0.4,0.1,1.4,0.5,0.1,0,0.7,0.6,0.1,0.3,0.6,35.2,0.4,0.9,0.0,"['Holding on to the ball', 'Passing', 'Concentration', 'Blocking the ball']",[],['Likes to play short passes'],fran garcía,1679742361-1376,Rayo Vallecano,La Liga,Zoom Mercurial Superfly 9,Vaporsite+,Nike,Blast,Speed,Attack,Cristiano Ronaldo,€8 million
45,2,Lucas Vázquez,17.0,33,173,Spain,"['Defender Right', 'Midfielder Right']",49,2694,2,6,9,1,0.5,89.5,0.2,0,6.63,1.7,0.6,1.0,0.2,1.0,0.6,0.1,0,1.0,1.0,0.1,0.3,1.0,41.0,0.4,0.9,0.0,"['Passing', 'Key passes', 'Dribbling', 'Holding on to the ball']","['Crossing', 'Aerial Duels']",['Likes to play short passes'],lucas vázquez,1679742361-1696,Real Madrid,La Liga,X Speedportal.1,Speedskin,adidas,Own Your Football,Speed,Attack,Lionel Messi,€9 million
46,2,Dani Ceballos,19.0,28,179,Spain,"['Midfielder Centre', 'Midfielder Left']",39,1535,0,1,5,0,0.3,92.3,0.1,0,6.59,1.7,0.5,0.6,0.0,0.5,0.7,0.1,0,0.8,1.1,0.0,0.3,0.4,48.5,0.2,1.8,0.1,"['Passing', 'Key passes']",['Aerial Duels'],"['Likes to shoot from distance', 'Gets fouled often', 'Likes to play short passes', 'Indirect set-piece threat', 'Likes to tackle']",dani ceballos,1679742361-1689,Real Madrid,La Liga,Ultra 1.4,,Puma,Instinct,Speed,,Antoine Griezmann,€12 million
47,2,Antonio Rüdiger,22.0,32,190,Germany,"['Defender Centre', 'Defender Left', 'Defender Right']",59,4218,3,0,9,1,0.8,92.4,1.3,0,6.66,0.9,0.3,0.7,0.2,3.6,0.1,0.5,1,0.3,0.4,0.1,0.1,0.2,64.2,0.1,3.8,0.1,"['Passing', 'Concentration']",['Tackling'],"['Likes to play short passes', 'Does not dive into tackles']",antonio rüdiger,1679742361-1702,Real Madrid,La Liga,Clone Magnetico Pro 2,UA CLONE,Under Armour,,,,Trent Alexander-Arnold,€40 million
48,2,Brahim Díaz,21.0,25,171,Morocco,"['Attacking Midfielder Centre', 'Attacking Midfielder Left', 'Attacking Midfielder Right', 'Forward']",54,1813,7,3,2,0,0.9,87.8,0.1,1,6.6,0.8,0.2,0.5,0.0,0.1,0.4,0.0,0,0.6,1.1,0.0,0.8,1.2,20.3,0.0,0.3,0.1,"['Passing', 'Dribbling', 'Finishing']","['Aerial Duels', 'Crossing', 'Defensive contribution']","['Likes to dribble', 'Likes to play short passes', 'Counter attack threat']",brahim díaz,1679742361-4606,AC Milan,Serie A,Zoom Mercurial Vapor 15,Vaporsite+,Nike,Blast,Speed,Attack,Cristiano Ronaldo,€20 million
49,2,Jesús Vallejo,18.0,28,184,Spain,"['Defender Centre', 'Defender Right']",3,102,0,1,0,0,0.0,86.5,1.0,0,6.58,0.0,0.7,0.0,0.0,2.3,0.0,0.0,0,0.3,0.0,0.0,0.0,0.0,17.3,0.0,0.3,0.0,['Blocking the ball'],"['Aerial Duels', 'Passing', 'Tackling']","['Plays the ball off the ground often', 'Likes to dribble', 'Likes to play long balls', 'Does not dive into tackles']",jesús vallejo,1679742361-1695,Real Madrid,La Liga,Tiempo Legend 9,Kangaroo Leather,Nike,Lucent,Modern C,Defence,Virgil van Dijk,€2 million
51,2,Ferland Mendy,23.0,29,180,France,"['Defender Left', 'Midfielder Left']",32,1988,0,2,2,1,0.1,94.2,0.3,0,6.37,1.0,0.5,0.7,0.1,0.6,0.2,0.3,0,0.3,0.5,0.0,0.5,0.8,42.9,0.0,1.3,0.0,"['Passing', 'Holding on to the ball', 'Concentration']","['Aerial Duels', 'Crossing', 'Tackling']","['Likes to play short passes', 'Does not dive into tackles']",ferland mendy,1679742361-1700,Real Madrid,La Liga,Predator Edge.1 Low,Primeknit,adidas,Al Rihla,Control,Midfield,Jude Bellingham,€35 million
52,2,David Alaba,4.0,32,180,Austria,"['Defender Centre', 'Defender Left', 'Midfielder Centre', 'Midfielder Left']",16,599,0,0,2,0,0.1,91.5,0.4,0,6.29,0.2,0.5,0.4,0.1,0.8,0.1,0.5,0,0.4,0.1,0.1,0.0,0.1,30.6,0.3,1.5,0.0,"['Holding on to the ball', 'Passing', 'Concentration']","['Aerial Duels', 'Tackling']","['Likes to play short passes', 'Does not dive into tackles']",david alaba,1679742361-1697,Real Madrid,La Liga,Predator Accuracy.1 Low,Primeknit,adidas,Own Your Football,Control,Midfield,Jude Bellingham,€50 million
60,3,Marcos Llorente,14.0,30,184,Spain,"['Defender Right', 'Midfielder Centre', 'Midfielder Right', 'Forward']",46,3120,5,8,1,1,0.6,87.9,0.4,2,6.98,2.2,0.8,0.7,0.1,1.4,0.6,0.2,0,1.0,0.7,0.1,0.2,0.8,42.2,0.6,1.0,0.1,"['Holding on to the ball', 'Concentration']",[],['Likes to play short passes'],marcos llorente,1679742361-1738,Atlético de Madrid,La Liga,Tiempo Legend 9,Kangaroo Leather,Nike,Generation,Modern C,Defence,Virgil van Dijk,€35 million
62,3,Juan Musso,1.0,31,191,Argentina,['Goalkeeper'],10,270,0,0,0,0,0.0,61.0,0.7,0,7.13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,1.0,0.0,0.0,0.0,24.0,0.0,3.0,0.0,[],[],['Comes off his line often'],juan musso,1679742361-4569,Atalanta BC,Serie A,Predator Accuracy.1,Primeknit,adidas,Own Your Football,Control,Midfield,Jude Bellingham,€14 million
63,3,Javi Galán,21.0,30,172,Spain,"['Defender Left', 'Midfielder Left']",37,2248,0,4,11,0,0.4,85.5,0.8,2,6.85,2.0,0.7,1.5,0.0,1.6,1.0,0.1,0,0.7,1.4,0.1,0.6,1.1,33.3,0.8,0.9,0.0,"['Crossing', 'Key passes', 'Dribbling']",['Discipline'],"['Likes to dribble', 'Likes to play short passes', 'Likes to tackle', 'Commits fouls often']",javi galán,1679742361-1547,Celta de Vigo,La Liga,X Speedportal.1,Speedskin,adidas,Own Your Football,Speed,Attack,Lionel Messi,€12 million
64,3,Antoine Griezmann,7.0,34,176,France,"['Attacking Midfielder Centre', 'Attacking Midfielder Left', 'Attacking Midfielder Right', 'Forward']",62,3634,16,9,3,0,1.5,81.9,0.6,5,6.9,0.9,0.3,0.3,0.0,0.5,0.5,0.0,0,1.3,0.7,0.3,0.5,1.3,34.6,0.8,1.6,0.1,"['Holding on to the ball', 'Passing', 'Through balls', 'Key passes', 'Defensive contribution']",[],"['Likes to shoot from distance', 'Plays the ball off the ground often', 'Likes to do layoffs', 'Likes to play long balls', 'Likes to tackle']",antoine griezmann,1679742361-1731,Atlético de Madrid,La Liga,Ultra Ultimate,ULTRAWEAVE,Puma,Supercharge,Speed,Attack,Antoine Griezmann,€25 million
65,3,Clément Lenglet,15.0,29,186,France,['Defender Centre'],33,2517,2,1,11,0,0.4,87.9,1.5,2,6.71,1.1,0.9,1.2,0.3,4.1,0.2,0.7,0,0.2,0.8,0.1,0.1,0.3,57.3,0.0,4.2,0.0,[],"['Aerial Duels', 'Discipline']","['Likes to play long balls', 'Plays the ball off the ground often']",clément lenglet,1679742361-4029,Tottenham Hotspur,Premier League,Tiempo Legend 9,Kangaroo Leather,Nike,Lucent,Modern C,Defence,Virgil van Dijk,€12 million
66,3,Pablo Barrios,8.0,21,181,,['Midfielder Centre'],37,2773,1,4,5,2,0.8,88.0,1.0,0,6.72,1.5,1.2,1.0,0.0,1.2,0.7,0.1,0,0.8,0.8,0.0,0.8,1.5,48.6,0.2,1.9,0.1,"['Dribbling', 'Passing', 'Ball interception']",[],['Likes to shoot from distance'],pablo barrios,1679742361-1732,Atlético de Madrid,La Liga,Phantom GX,Gripknit,Nike,Blast,Control,Midfield,Erling Haaland,€1 million
67,3,Robin Le Normand,24.0,28,187,Spain,['Defender Centre'],48,3036,1,0,16,0,0.4,90.7,2.0,0,6.64,1.0,0.4,1.3,0.2,3.8,0.4,0.4,1,0.2,0.9,0.1,0.2,0.4,48.5,0.0,1.2,0.0,"['Aerial Duels', 'Passing']",['Discipline'],['Commits fouls often'],robin le normand,1679742361-1350,Real Sociedad,La Liga,X Speedportal+,Speedskin,adidas,Al Rihla,Speed,Attack,Lionel Messi,€35 million
68,3,Samuel Lino,12.0,25,170,Brazil,"['Defender Left', 'Midfielder Centre', 'Midfielder Left', 'Midfielder Right', 'Forward']",44,1911,4,7,3,0,1.3,82.8,0.4,1,6.67,1.2,0.2,0.4,0.0,0.3,1.0,0.1,0,0.8,1.1,0.1,0.5,0.8,23.3,0.2,1.0,0.0,"['Through balls', 'Key passes', 'Dribbling']",['Crossing'],"['Likes to do layoffs', 'Gets fouled often', 'Likes to dribble', 'Likes to tackle']",samuel lino,1679742361-1280,Valencia CF,La Liga,Mercurial Vapor 14,Flyknit,Nike,Progress,Speed,Attack,Cristiano Ronaldo,€16 million
69,3,José María Giménez,2.0,30,185,Uruguay,"['Defender Centre', 'Defender Right']",52,3110,1,2,12,0,0.4,90.5,1.6,4,6.7,1.1,1.0,0.5,0.5,4.2,0.6,0.7,1,0.1,0.4,0.0,0.1,0.2,48.7,0.0,3.3,0.0,[],"['Aerial Duels', 'Concentration']",['Clears the ball out of defence often'],josé maría giménez,1679742361-1746,Atlético de Madrid,La Liga,Zoom Mercurial Vapor 15,Vaporsite+,Nike,Blast,Speed,Attack,Cristiano Ronaldo,€40 million
70,3,Jan Oblak,13.0,32,188,Slovenia,['Goalkeeper'],60,5222,0,0,0,0,0.0,73.5,0.2,3,6.76,0.0,0.0,0.0,0.0,0.8,0.0,0.0,0,0.0,0.1,0.0,0.0,0.0,22.4,0.0,4.8,0.0,['Concentration'],['Long passing'],[],jan oblak,1679742361-1748,Atlético de Madrid,La Liga,Future Ultimate,FUZIONFIT360,Puma,Supercharge,Control,,Neymar,€40 million
71,3,Rodrigo De Paul,5.0,30,180,Argentina,"['Attacking Midfielder Centre', 'Attacking Midfielder Left', 'Attacking Midfielder Right', 'Forward']",71,3301,3,6,12,0,0.6,83.6,0.1,2,6.73,1.3,0.4,0.7,0.0,0.4,0.7,0.1,0,1.3,1.5,0.0,0.8,1.0,52.2,0.5,2.8,0.5,"['Through balls', 'Long shots', 'Key passes', 'Dribbling', 'Passing']","['Aerial Duels', 'Tackling']","['Plays the ball off the ground often', 'Gets fouled often', 'Likes to play long balls', 'Does not dive into tackles']",rodrigo de paul,1679742361-1739,Atlético de Madrid,La Liga,X Speedportal.1,Speedskin,adidas,Own Your Football,Speed,Attack,Lionel Messi,€40 million
73,3,Axel Witsel,20.0,36,186,Belgium,"['Defender Centre', 'Midfielder Centre']",22,1029,0,1,2,0,0.1,90.2,1.6,0,6.53,0.9,0.7,0.4,0.2,2.4,0.2,0.8,0,0.1,0.2,0.1,0.0,0.5,38.5,0.0,1.6,0.0,['Passing'],[],['Likes to play short passes'],axel witsel,1679742361-1736,Atlético de Madrid,La Liga,Ultra Ultimate,ULTRAWEAVE,Puma,Supercharge,Speed,Attack,Antoine Griezmann,€5 million
74,3,Conor Gallagher,4.0,25,182,England,"['Midfielder Centre', 'Midfielder Left']",56,2364,5,3,5,0,0.6,87.9,0.4,3,6.59,1.3,0.8,0.9,0.0,0.5,0.7,0.1,0,0.3,1.1,0.0,0.6,0.8,24.7,0.1,0.5,0.0,"['Passing', 'Long shots', 'Holding on to the ball', 'Defensive contribution', 'Ball interception']",['Crossing'],"['Likes to play short passes', 'Likes to tackle', 'Commits fouls often']",conor gallagher,1679742361-4102,Chelsea,Premier League,Zoom Mercurial Vapor 15,Vaporsite+,Nike,Blast,Speed,Attack,Cristiano Ronaldo,€32 million
