player_id,team_id,player_name,player_shirt_number,player_age,player_height,player_nationality,player_positions,Apps,Mins,Goals,Assists,Yel,Red,SpG,PS,AerialsWon,MotM,Rating,Tackles,Inter,Fouls,Offsides,Clear,Drb,Blocks,OwnG,KeyP,Fouled,Off,Disp,UnsTch,AvgP,Crosses,LongB,ThrB,strengths,weaknesses,player_style,name_lower,RecordID,ClubName,League/Country,BootsName,BootsMaterial,BootsBrand,BootsPack,BootsType,BootsPosition,BootsTopPlayers,PlayerMarketValue
162,6,Youssouf Sabaly,23.0,32,174,Senegal,"['Defender Left', 'Defender Right', 'Midfielder Right']",22,1590,0,1,1,0,0.2,88.3,0.4,0,6.52,1.8,0.6,0.8,0.4,1.6,0.4,0.2,0,0.5,0.5,0.0,0.5,1.2,35.8,0.3,0.5,0.0,['Passing'],['Aerial Duels'],['Likes to play short passes'],youssouf sabaly,1679742361-1597,Real Betis,La Liga,Ultra Ultimate,ULTRAWEAVE,Puma,Fearless,Speed,Attack,Antoine Griezmann,€5 million
164,6,Aitor Ruibal,24.0,29,176,Spain,"['Defender Right', 'Midfielder Left', 'Midfielder Right']",37,1221,2,3,7,0,0.6,84.8,0.2,1,6.49,1.1,0.5,0.4,0.1,1.2,0.8,0.2,0,0.7,0.6,0.1,0.5,0.9,16.0,0.2,0.6,0.0,"['Dribbling', 'Tackling', 'Blocking the ball']","['Aerial Duels', 'Discipline']","['Likes to dribble', 'Likes to play long balls', 'Likes to tackle']",aitor ruibal,1679742361-1596,Real Betis,La Liga,X Speedportal+,Speedskin,adidas,Own Your Football,Speed,Attack,Lionel Messi,€5 million
167,6,Romain Perraud,15.0,27,173,France,"['Defender Left', 'Midfielder Left']",35,1986,2,2,9,1,0.7,82.9,0.3,1,6.45,1.3,0.8,1.0,0.4,2.3,0.9,0.1,0,0.6,1.6,0.2,0.5,1.2,32.1,0.5,0.6,0.0,['Blocking the ball'],['Aerial Duels'],['Likes to play short passes'],romain perraud,1679742361-3660,Southampton,Premier League,Zoom Mercurial Vapor 15,Vaporsite+,Nike,Lucent,Speed,Attack,Cristiano Ronaldo,€12 million
170,6,Chimy Ávila,9.0,31,172,Argentina,"['Attacking Midfielder Left', 'Attacking Midfielder Right', 'Forward']",24,672,3,0,7,1,1.1,76.1,0.4,1,6.36,0.4,0.1,0.7,0.1,0.4,0.3,0.0,0,0.8,0.9,0.3,0.4,1.2,10.4,0.4,0.6,0.0,"['Through balls', 'Crossing', 'Holding on to the ball', 'Taking set-pieces']","['Discipline', 'Defensive contribution']","['Likes to play long balls', 'Plays the ball off the ground often', 'Likes to cross', 'Likes to shoot from distance', 'Indirect set-piece threat', 'Gets fouled often', 'Likes to cut inside', 'Does not dive into tackles']",chimy ávila,1679742361-1386,CA Osasuna,La Liga,Copa Pure+,Fusionskin,adidas,Nightstrike,Control,Midfield,Paulo Dybala,€10 million
171,6,William Carvalho,14.0,33,187,Portugal,['Midfielder Centre'],14,464,0,0,1,0,0.3,88.1,0.5,1,6.31,0.7,0.2,0.5,0.0,0.5,0.2,0.2,0,0.4,0.2,0.0,0.5,0.4,28.5,0.0,1.1,0.0,"['Passing', 'Finishing']","['Defensive contribution', 'Discipline']",[],william carvalho,1679742361-1589,Real Betis,La Liga,Phantom GX,Gripknit,Nike,Blast,Control,Midfield,Erling Haaland,€16 million
173,6,Cédric Bakambu,11.0,34,182,DR Congo,"['Attacking Midfielder Left', 'Attacking Midfielder Right', 'Forward']",36,670,8,2,6,0,0.9,67.8,0.5,0,6.23,0.2,0.0,0.9,0.0,0.2,0.2,0.1,0,0.3,0.2,0.4,0.4,1.1,4.6,0.0,0.0,0.0,['Headed attempts'],"['Finishing', 'Offside awareness', 'Holding on to the ball', 'Passing', 'Defensive contribution']","['Counter attack threat', 'Indirect set-piece threat', 'Likes to play short passes', 'Does not dive into tackles', 'Commits fouls often']",cédric bakambu,1679742361-1035,Olympiacos,Europa League,Zoom Mercurial Vapor 15,Vaporsite+,Nike,Lucent,Speed,Attack,Cristiano Ronaldo,€5 million
180,7,Carl Starfelt,2.0,29,187,Sweden,['Defender Centre'],35,2445,1,0,6,0,0.2,93.4,2.2,0,6.78,1.5,1.1,0.8,0.5,4.2,0.3,0.7,0,0.2,0.4,0.0,0.0,0.3,56.5,0.0,1.8,0.0,"['Passing', 'Blocking the ball', 'Concentration']",[],"['Likes to play short passes', 'Clears the ball out of defence often']",carl starfelt,1679742361-771,Celtic,Champions League,X Speedflow.1,Synthetic,adidas,White Spark,Speed,Attack,Lionel Messi,€6 million
181,7,Marcos Alonso,20.0,34,188,Spain,"['Defender Centre', 'Defender Left', 'Midfielder Left']",31,2566,4,0,10,2,1.1,90.2,2.2,2,6.71,1.1,1.1,1.0,0.5,3.9,0.6,0.2,0,0.6,0.9,0.1,0.3,0.7,73.5,0.3,3.6,0.0,['Passing'],['Tackling'],[],marcos alonso,1679742361-1718,FC Barcelona,La Liga,Phantom GX,Gripknit,Nike,Blast,Control,Midfield,Erling Haaland,€7 million
182,7,Iago Aspas,10.0,37,176,Spain,"['Attacking Midfielder Centre', 'Attacking Midfielder Right', 'Forward']",29,1663,9,4,3,1,1.7,76.3,0.3,3,6.67,0.4,0.2,0.6,0.0,0.1,0.4,0.0,0,1.2,1.1,0.2,0.6,1.2,27.7,0.1,1.7,0.3,"['Through balls', 'Long shots', 'Passing', 'Key passes', 'Dribbling', 'Holding on to the ball']","['Aerial Duels', 'Discipline', 'Defensive contribution']","['Likes to do layoffs', 'Plays the ball off the ground often', 'Likes to play long balls', 'Gets fouled often', 'Likes to cut inside', 'Does not dive into tackles']",iago aspas,1679742361-1536,Celta de Vigo,La Liga,X Speedportal.1,Speedskin,adidas,Own Your Football,Speed,Attack,Lionel Messi,€7 million
183,7,Óscar Mingueza,3.0,26,184,Spain,"['Defender Centre', 'Defender Right', 'Midfielder Left', 'Midfielder Right']",35,2750,4,6,6,1,1.0,81.1,0.3,0,6.65,1.1,0.6,0.7,0.3,1.1,1.3,0.2,0,1.0,0.9,0.1,0.4,1.1,52.0,0.6,2.8,0.1,"['Key passes', 'Passing', 'Direct free-kicks', 'Long shots']","['Finishing', 'Tackling', 'Concentration']","['Likes to play long balls', 'Likes to shoot from distance', 'Plays the ball off the ground often']",óscar mingueza,1679742361-1548,Celta de Vigo,La Liga,Ultra Ultimate,ULTRAWEAVE,Puma,Supercharge,Speed,Attack,Antoine Griezmann,€3 million
185,7,Jonathan Bamba,17.0,29,175,Ivory Coast,"['Attacking Midfielder Centre', 'Attacking Midfielder Left', 'Attacking Midfielder Right', 'Forward']",26,1843,3,5,1,0,1.4,80.9,0.5,0,6.72,0.8,0.6,0.8,0.0,0.5,0.6,0.0,0,1.3,1.4,0.4,1.2,2.0,28.0,0.6,0.7,0.1,"['Through balls', 'Aerial Duels', 'Key passes', 'Long shots']",[],"['Likes to do layoffs', 'Does not dive into tackles']",jonathan bamba,1679742361-2041,LOSC Lille,Ligue 1,X Speedportal+,Speedskin,adidas,Own Your Football,Speed,Attack,Lionel Messi,€20 million
188,7,Vicente Guaita,13.0,38,190,Spain,['Goalkeeper'],33,2970,0,0,0,0,0.0,77.9,0.3,2,6.55,0.0,0.0,0.0,0.0,1.3,0.0,0.0,0,0.0,0.2,0.0,0.0,0.1,22.9,0.0,2.9,0.0,[],['Long passing'],['Likes to punch the ball'],vicente guaita,1679742361-3889,Crystal Palace,Premier League,Predator Edge.1 Low,Primeknit,adidas,Al Rihla,Control,Midfield,Jude Bellingham,€2 million
189,7,Ilaix Moriba,6.0,22,165,Guinea,['Defensive Midfielder C'],32,2045,1,1,6,1,1.0,86.8,0.8,1,6.55,2.0,0.4,1.0,0.0,0.8,0.8,0.1,0,0.7,1.8,0.1,0.8,1.6,29.2,0.1,1.4,0.0,['Concentration'],['Discipline'],"['Gets fouled often', 'Likes to do layoffs', 'Likes to tackle']",ilaix moriba,1679742361-1287,Valencia CF,La Liga,Phantom GX,Gripknit,Nike,Blast,Control,Midfield,Erling Haaland,€6 million
190,7,Iván Villar,1.0,27,186,Spain,['Goalkeeper'],5,360,0,0,1,0,0.0,78.4,0.3,0,6.54,0.0,0.0,0.0,0.0,1.3,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,25.5,0.0,1.3,0.0,['Penalty saving'],"['Discipline', 'Long passing', 'Saving close range shots', 'Catching crosses']",[],iván villar,1679742361-1550,Celta de Vigo,La Liga,Predator Accuracy.1,Primeknit,adidas,Own Your Football,Control,Midfield,Jude Bellingham,€1 million
192,7,Borja Iglesias,7.0,32,187,Spain,['Forward'],37,1894,10,3,3,0,1.2,72.3,0.4,1,6.5,0.3,0.2,1.1,0.0,0.3,0.3,0.1,0,0.5,0.9,0.4,0.9,1.7,12.6,0.0,0.5,0.1,"['Through balls', 'Finishing']","['Holding on to the ball', 'Aerial Duels', 'Defensive contribution']","['Likes to do layoffs', 'Gets fouled often', 'Does not dive into tackles']",borja iglesias,1679742361-1587,Real Betis,La Liga,X Speedportal+,Speedskin,adidas,Own Your Football,Speed,Attack,Lionel Messi,€25 million
193,7,Carlos Domínguez,24.0,24,187,Spain,['Defender Centre'],18,1092,0,0,1,0,0.2,88.2,1.6,0,6.5,1.3,0.5,0.4,0.2,3.9,0.3,0.4,1,0.1,0.6,0.0,0.0,0.3,48.8,0.0,1.6,0.0,"['Tackling', 'Concentration']",[],['Likes to tackle'],carlos domínguez,1679742361-1545,Celta de Vigo,La Liga,Predator Accuracy.1 Low,Primeknit,adidas,Own Your Football,Control,Midfield,Jude Bellingham,€1 million
196,7,Fran Beltrán,8.0,26,170,Spain,['Defensive Midfielder C'],34,2341,2,1,3,0,0.7,88.8,0.6,0,6.47,1.4,0.8,0.9,0.0,1.0,0.9,0.2,0,0.5,0.4,0.0,0.7,0.7,43.1,0.1,2.3,0.2,[],['Aerial Duels'],"['Likes to play short passes', 'Likes to shoot from distance', 'Likes to tackle']",fran beltrán,1679742361-1538,Celta de Vigo,La Liga,Phantom GX DF,Gripknit,Nike,Blast,Control,Midfield,Erling Haaland,€15 million
197,7,Williot Swedberg,19.0,21,187,Sweden,['Attacking Midfielder Left'],33,1334,5,4,1,0,1.0,76.0,0.3,1,6.44,0.7,0.1,0.7,0.0,0.3,0.2,0.0,0,0.5,1.0,0.2,0.5,1.6,10.9,0.1,0.3,0.1,"['Finishing', 'Long shots']",['Aerial Duels'],['Likes to do layoffs'],williot swedberg,1679742361-1537,Celta de Vigo,La Liga,X Speedportal.1,Speedskin,adidas,Own Your Football,Speed,Attack,Lionel Messi,€5 million
202,7,Franco Cervi,11.0,30,166,Argentina,"['Defender Left', 'Midfielder Centre', 'Midfielder Left', 'Midfielder Right']",8,274,0,0,1,0,0.0,66.7,0.6,1,6.34,1.1,1.1,0.6,0.0,0.9,0.7,0.0,0,0.7,0.1,0.0,0.3,0.4,15.4,0.3,0.4,0.1,"['Tackling', 'Ball interception', 'Crossing', 'Holding on to the ball', 'Defensive contribution', 'Blocking the ball']","['Passing', 'Finishing', 'Aerial Duels']","['Likes to cross', 'Likes to play short passes', 'Likes to tackle']",franco cervi,1679742361-1533,Celta de Vigo,La Liga,Mercurial Superfly 8,Flyknit,Nike,Blueprint,Speed,Attack,Cristiano Ronaldo,€3 million
205,7,Javier Manquillo,22.0,31,178,Spain,"['Defender Centre', 'Defender Left', 'Defender Right', 'Midfielder Right']",11,520,0,0,1,0,0.0,90.4,0.5,0,6.23,0.7,0.7,0.9,0.4,1.3,0.8,0.3,0,0.0,0.1,0.0,0.0,0.1,36.4,0.1,0.2,0.1,['Key passes'],"['Holding on to the ball', 'Crossing']","['Likes to play short passes', 'Likes to tackle', 'Commits fouls often']",javier manquillo,1679742361-3720,Newcastle United,Premier League,X Speedportal.1,Speedskin,adidas,Own Your Football,Speed,Attack,Lionel Messi,€3 million
209,7,Luca de la Torre,14.0,26,178,USA,"['Midfielder Centre', 'Midfielder Left', 'Midfielder Right']",19,1091,3,1,2,0,0.8,85.0,0.3,0,6.56,1.2,0.2,1.4,0.0,0.4,0.6,0.2,0,0.9,0.2,0.1,0.8,1.4,33.7,0.3,0.7,0.0,[],"['Aerial Duels', 'Crossing', 'Holding on to the ball', 'Defensive contribution']","['Likes to do layoffs', 'Likes to play short passes', 'Commits fouls often']",luca de la torre,1679742361-1539,Celta de Vigo,La Liga,Zoom Mercurial Vapor 15,Vaporsite+,Nike,Blast,Speed,Attack,Cristiano Ronaldo,€2 million
211,8,Florian Lejeune,24.0,33,189,France,['Defender Centre'],37,3236,2,3,9,0,1.5,84.0,2.5,2,6.83,1.3,1.1,1.4,0.3,4.8,0.6,0.9,0,0.3,0.5,0.0,0.1,0.5,55.0,0.1,4.7,0.0,"['Direct free-kicks', 'Concentration']",['Tackling'],"['Likes to play long balls', 'Plays the ball off the ground often', 'Does not dive into tackles']",florian lejeune,1679742361-1374,Rayo Vallecano,La Liga,Zoom Mercurial Vapor 15,Vaporsite+,Nike,Blast,Speed,Attack,Cristiano Ronaldo,€3 million
212,8,Abdul Mumin,16.0,26,188,Ghana,['Defender Centre'],26,2020,2,1,6,1,0.4,83.6,1.3,1,6.81,1.5,1.0,0.9,0.5,5.1,0.4,1.2,0,0.0,0.5,0.0,0.2,0.7,44.8,0.0,2.1,0.0,"['Blocking the ball', 'Concentration']","['Aerial Duels', 'Passing', 'Discipline']",[],abdul mumin,1679742361-1371,Rayo Vallecano,La Liga,Phantom GT,,Nike,Spectrum Pack,Control,Midfield,Erling Haaland,€2 million
214,8,Isi Palazón,7.0,30,169,Spain,"['Attacking Midfielder Centre', 'Attacking Midfielder Right', 'Forward']",35,2080,4,4,7,0,1.6,83.6,0.5,1,6.67,0.6,0.2,1.1,0.0,0.4,0.7,0.1,0,1.3,1.5,0.1,1.2,1.5,25.1,1.0,1.1,0.2,"['Through balls', 'Long shots', 'Taking set-pieces', 'Headed attempts']",[],"['Likes to shoot from distance', 'Likes to do layoffs', 'Gets fouled often', 'Plays the ball off the ground often']",isi palazón,1679742361-1359,Rayo Vallecano,La Liga,Ultra Ultimate,ULTRAWEAVE,Puma,Supercharge,Speed,Attack,Antoine Griezmann,€8 million
215,8,Aridane Hernández,5.0,36,186,Spain,['Defender Centre'],14,934,0,0,1,0,0.6,87.5,2.9,1,6.67,0.9,0.3,0.3,0.6,7.3,0.2,0.5,1,0.2,0.6,0.0,0.1,0.3,35.7,0.0,2.1,0.0,['Aerial Duels'],"['Passing', 'Tackling']","['Clears the ball out of defence often', 'Does not dive into tackles']",aridane hernández,1679742361-1392,CA Osasuna,La Liga,Zoom Mercurial Vapor 15,Vaporsite+,Nike,Lucent,Speed,Attack,Cristiano Ronaldo,€1 million
217,8,Pathé Ciss,6.0,31,186,Senegal,['Defensive Midfielder C'],36,2057,4,1,11,0,0.6,85.8,1.5,2,6.61,1.4,1.2,1.3,0.0,1.8,0.6,0.3,0,0.5,0.8,0.0,0.6,0.5,35.2,0.0,1.8,0.0,"['Aerial Duels', 'Blocking the ball', 'Ball interception']","['Discipline', 'Concentration']",['Gets fouled often'],pathé ciss,1679742361-1362,Rayo Vallecano,La Liga,Mercurial Vapor XIII,Flyknit,Nike,,Speed,Attack,Cristiano Ronaldo,€4 million
218,8,Álvaro García,18.0,32,167,Spain,"['Attacking Midfielder Centre', 'Attacking Midfielder Left', 'Forward']",36,2480,4,5,4,0,1.9,70.9,0.3,2,6.6,0.9,0.9,0.5,0.0,0.9,0.5,0.0,0,1.3,0.5,0.4,0.4,1.7,19.7,0.6,0.8,0.0,['Defensive contribution'],['Passing'],['Likes to cross'],álvaro garcía,1679742361-1358,Rayo Vallecano,La Liga,Ultra Ultimate,ULTRAWEAVE,Puma,Supercharge,Speed,Attack,Antoine Griezmann,€6 million
219,8,Jorge de Frutos,19.0,28,173,Spain,"['Attacking Midfielder Left', 'Attacking Midfielder Right']",36,2423,8,3,4,1,1.4,73.5,0.4,2,6.57,1.1,0.5,1.1,0.0,0.4,0.9,0.0,0,0.8,0.9,0.2,1.0,2.2,16.1,0.4,0.2,0.1,[],['Passing'],"['Likes to dribble', 'Likes to play short passes']",jorge de frutos,1679742361-2831,Levante UD,Other League,X Speedportal.1,Speedskin,adidas,Own Your Football,Speed,Attack,Lionel Messi,€8 million
220,8,Pep Chavarría,3.0,27,174,Spain,"['Defender Left', 'Midfielder Left']",34,2494,0,1,3,0,0.3,82.4,0.7,0,6.55,1.3,0.8,0.9,0.1,2.8,0.5,0.3,0,0.7,0.8,0.1,0.2,1.1,35.1,0.4,1.4,0.0,['Blocking the ball'],[],['Does not dive into tackles'],pep chavarría,1679742361-1368,Rayo Vallecano,La Liga,Ultra Ultimate,ULTRAWEAVE,Puma,Supercharge,Speed,Attack,Antoine Griezmann,€1 million
221,8,Dani Cárdenas,1.0,28,186,Spain,['Goalkeeper'],7,540,0,0,0,0,0.0,46.5,0.2,0,6.53,0.0,0.0,0.0,0.0,0.8,0.0,0.0,0,0.0,0.2,0.0,0.0,0.0,26.2,0.0,4.5,0.0,[],"['Long passing', 'Saving long shots', 'Saving close range shots', 'Catching crosses']",[],dani cárdenas,1679742361-2844,Levante UD,Other League,Mercurial Vapor 14,Flyknit,Nike,,Speed,Attack,Cristiano Ronaldo,€2 million
222,8,Alfonso Espino,22.0,33,172,Uruguay,['Defender Left'],17,833,1,1,5,0,0.6,76.8,0.9,0,6.52,2.6,0.8,1.1,0.1,1.8,1.3,0.4,0,0.3,0.9,0.0,0.6,0.6,24.3,0.3,0.8,0.0,['Ball interception'],"['Aerial Duels', 'Holding on to the ball']","['Plays the ball off the ground often', 'Likes to tackle', 'Commits fouls often']",alfonso espino,1679742361-1577,Cádiz CF,La Liga,Phantom GX DF,Gripknit,Nike,Black,Control,Midfield,Erling Haaland,€4 million
223,8,Unai López,17.0,29,170,Spain,"['Midfielder Centre', 'Midfielder Right']",32,1672,3,1,8,1,0.8,85.7,0.3,0,6.5,0.9,0.7,0.5,0.0,0.6,0.6,0.2,0,0.5,0.6,0.0,0.6,0.8,37.4,0.2,1.7,0.1,"['Passing', 'Long shots']",['Discipline'],"['Likes to play long balls', 'Likes to shoot from distance', 'Commits fouls often']",unai lópez,1679742361-1363,Rayo Vallecano,La Liga,X Speedportal.1,Speedskin,adidas,Own Your Football,Speed,Attack,Lionel Messi,€4 million
224,8,Sergio Camello,14.0,24,177,Spain,['Forward'],25,1140,5,2,3,0,1.4,80.6,0.5,0,6.48,0.4,0.2,0.5,0.0,0.7,0.1,0.0,0,0.8,0.4,0.1,1.0,1.7,11.0,0.0,0.1,0.3,['Through balls'],"['Finishing', 'Aerial Duels']","['Likes to do layoffs', 'Likes to dribble']",sergio camello,1679742361-1356,Rayo Vallecano,La Liga,X Speedportal+,Speedskin,adidas,Own Your Football,Speed,Attack,Lionel Messi,€7 million
226,8,Óscar Valentín,23.0,30,177,Spain,['Defensive Midfielder C'],36,1833,0,0,6,0,0.1,83.2,0.9,0,6.4,1.6,0.6,1.6,0.1,1.4,1.2,0.2,0,0.4,0.9,0.0,0.2,0.5,23.6,0.0,0.9,0.0,['Tackling'],['Passing'],"['Likes to tackle', 'Commits fouls often']",óscar valentín,1679742361-1365,Rayo Vallecano,La Liga,Tiempo Legend 9,Kangaroo Leather,Nike,,Modern C,Defence,Virgil van Dijk,€4 million
227,8,James Rodríguez,10.0,33,180,Colombia,"['Attacking Midfielder Centre', 'Attacking Midfielder Left', 'Attacking Midfielder Right', 'Forward']",30,605,3,6,2,0,1.0,86.6,0.5,2,7.16,0.8,0.3,0.6,0.0,0.1,0.4,0.0,0,1.8,1.0,0.3,0.3,0.9,27.9,2.2,2.0,0.2,"['Passing', 'Taking set-pieces', 'Key passes', 'Long shots', 'Direct free-kicks', 'Holding on to the ball', 'Through balls', 'Dribbling', 'Crossing']",[],"['Likes to do layoffs', 'Likes to play long balls', 'Plays the ball off the ground often', 'Gets fouled often', 'Likes to cut inside']",james rodríguez,1679742361-1046,Olympiacos,Europa League,Morelia Neo III Beta,,Mizuno,Dark Iridium,,,James Rodríguez,€9 million
229,8,Randy Nteka,11.0,27,189,Spain,"['Attacking Midfielder Centre', 'Forward']",27,1138,3,0,7,0,0.7,66.1,1.7,0,6.34,0.7,0.2,1.6,0.0,0.8,0.3,0.1,0,0.4,0.6,0.7,0.7,1.3,9.1,0.0,0.1,0.0,['Defensive contribution'],"['Offside awareness', 'Passing', 'Finishing', 'Discipline']","['Likes to play short passes', 'Likes to do flick ons', 'Likes to tackle', 'Commits fouls often']",randy nteka,1679742361-1515,Elche CF,La Liga,Future Ultimate,FUZIONFIT360,Puma,Supercharge,Control,,Neymar,€2 million
230,8,Gerard Gumbau,15.0,30,187,Spain,['Defensive Midfielder C'],21,814,0,1,4,0,0.6,80.2,0.8,0,6.33,0.8,0.2,1.0,0.0,0.5,0.4,0.2,0,0.8,0.5,0.1,0.1,0.3,17.0,0.5,0.7,0.0,['Taking set-pieces'],"['Passing', 'Tackling']","['Likes to play long balls', 'Plays the ball off the ground often', 'Likes to shoot from distance', 'Does not dive into tackles', 'Commits fouls often']",gerard gumbau,1679742361-1512,Elche CF,La Liga,Phantom GT2,Flyknit,Nike,Lucent,,Midfield,Erling Haaland,€3 million
231,8,Iván Balliu,20.0,33,172,Albania,"['Defender Left', 'Defender Right', 'Midfielder Right']",33,1672,0,0,3,0,0.0,79.2,0.5,0,6.36,0.8,0.6,0.7,0.1,1.5,0.4,0.2,0,0.4,0.5,0.0,0.1,0.5,23.6,0.2,0.9,0.0,['Concentration'],"['Passing', 'Tackling']","['Plays the ball off the ground often', 'Does not dive into tackles']",iván balliu,1679742361-1373,Rayo Vallecano,La Liga,X Speedflow.1,Synthetic,adidas,White Spark,Speed,Attack,Lionel Messi,€4 million
232,8,Óscar Trejo,8.0,37,180,Argentina,"['Midfielder Centre', 'Midfielder Left', 'Midfielder Right', 'Forward']",19,488,4,0,1,0,0.3,86.7,0.3,0,6.23,0.4,0.2,0.9,0.0,0.2,0.3,0.0,0,0.5,0.6,0.1,1.4,1.4,15.9,0.1,0.3,0.1,"['Dribbling', 'Passing', 'Holding on to the ball', 'Through balls', 'Defensive contribution']","['Finishing', 'Aerial Duels', 'Discipline']","['Gets fouled often', 'Likes to dribble', 'Likes to do layoffs', 'Likes to play short passes', 'Counter attack threat', 'Commits fouls often']",óscar trejo,1679742361-1367,Rayo Vallecano,La Liga,Future Ultimate,FUZIONFIT360,Puma,Supercharge,Control,,Neymar,€3 million
234,8,Sergi Guardiola,12.0,33,184,Spain,['Forward'],16,348,0,0,1,0,0.7,68.8,0.4,0,6.07,0.3,0.1,0.6,0.0,0.1,0.1,0.0,0,0.3,0.4,0.1,0.3,0.7,5.0,0.1,0.1,0.0,[],"['Holding on to the ball', 'Passing', 'Offside awareness']","['Likes to play short passes', 'Likes to do layoffs', 'Counter attack threat', 'Does not dive into tackles']",sergi guardiola,1679742361-1556,Cádiz CF,La Liga,X Speedportal+,Speedskin,adidas,Own Your Football,Speed,Attack,Lionel Messi,€3 million
235,8,Raúl de Tomás,9.0,30,180,Spain,['Forward'],2,21,0,0,0,0,0.0,83.3,0.0,0,6.01,1.0,0.0,0.5,0.0,0.0,0.0,0.0,0,0.0,1.0,0.0,0.5,1.0,3.0,0.0,0.0,0.0,['Dribbling'],"['Finishing', 'Aerial Duels', 'Offside awareness']","['Likes to play long balls', 'Plays the ball off the ground often', 'Likes to do layoffs', 'Likes to dribble', 'Likes to shoot from distance']",raúl de tomás,1679742361-1360,Rayo Vallecano,La Liga,Mercurial Vapor XIII,Flyknit,Nike,,Speed,Attack,Cristiano Ronaldo,€12 million
236,9,Aitor Fernández,13.0,34,182,Spain,['Goalkeeper'],2,90,0,0,0,0,0.0,61.0,0.0,0,7.77,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,41.0,0.0,19.0,0.0,"['Long passing', 'Shot stopping (Reflexes)', 'Saving close range shots']",['Concentration'],"['Comes off his line often', 'Likes to punch the ball']",aitor fernández,1679742361-1399,CA Osasuna,La Liga,Ultra Ultimate,ULTRAWEAVE,Puma,Fearless,Speed,Attack,Antoine Griezmann,€3 million
237,9,Ante Budimir,17.0,33,190,Croatia,['Forward'],46,3118,26,5,5,0,2.4,57.1,3.5,5,6.95,0.5,0.0,1.3,0.0,0.6,0.2,0.1,0,0.5,0.9,0.4,1.1,2.1,10.3,0.0,0.1,0.0,"['Finishing', 'Headed attempts', 'Aerial Duels']","['Holding on to the ball', 'Passing', 'Defensive contribution']","['Likes to do flick ons', 'Likes to play short passes']",ante budimir,1679742361-1383,CA Osasuna,La Liga,Future Ultimate,FUZIONFIT360,Puma,Supercharge,Control,,Neymar,€6 million
238,9,Lucas Torró,6.0,30,190,Spain,['Defensive Midfielder C'],36,2920,3,0,10,0,0.9,75.9,4.7,1,6.86,2.2,1.3,2.2,0.1,1.9,0.8,0.3,0,0.3,1.1,0.0,0.7,1.2,39.4,0.0,2.1,0.0,"['Aerial Duels', 'Ball interception']","['Passing', 'Concentration']",['Commits fouls often'],lucas torró,1679742361-1388,CA Osasuna,La Liga,Copa Sense.1,K-Leather,adidas,Diamond Edge,Control,Midfield,Paulo Dybala,€7 million
239,9,Rubén García,14.0,31,171,Spain,"['Attacking Midfielder Centre', 'Attacking Midfielder Left', 'Attacking Midfielder Right', 'Forward']",37,2345,5,5,2,0,0.7,79.4,0.8,2,6.85,1.4,0.4,1.0,0.1,0.8,0.9,0.1,0,1.3,0.9,0.3,0.6,1.1,29.0,1.3,1.8,0.0,"['Taking set-pieces', 'Holding on to the ball', 'Passing', 'Direct free-kicks', 'Crossing', 'Key passes', 'Defensive contribution']",[],"['Likes to play long balls', 'Plays the ball off the ground often', 'Likes to do layoffs', 'Likes to tackle']",rubén garcía,1679742361-1380,CA Osasuna,La Liga,X Speedportal+,Speedskin,adidas,Own Your Football,Speed,Attack,Lionel Messi,€6 million
240,9,Alejandro Catena,24.0,30,194,Spain,['Defender Centre'],36,2987,1,2,12,1,0.6,84.0,1.9,3,6.84,1.4,1.0,1.1,0.9,6.2,0.5,0.7,0,0.2,0.4,0.0,0.0,0.3,43.0,0.0,3.9,0.0,['Concentration'],['Passing'],"['Likes to play long balls', 'Plays the ball off the ground often', 'Clears the ball out of defence often', 'Commits fouls often']",alejandro catena,1679742361-1372,Rayo Vallecano,La Liga,Mercurial Superfly VII,Flyknit,Nike,,Speed,Attack,Cristiano Ronaldo,€8 million
242,9,Sergio Herrera,1.0,31,192,Spain,['Goalkeeper'],38,3240,0,0,6,0,0.0,66.5,0.1,2,6.75,0.1,0.0,0.0,0.0,1.1,0.1,0.0,0,0.0,0.1,0.0,0.0,0.1,29.9,0.0,8.5,0.0,"['Long passing', 'Concentration', 'Saving close range shots']",[],['Comes off his line often'],sergio herrera,1679742361-1400,CA Osasuna,La Liga,Future Ultimate,FUZIONFIT360,Puma,Supercharge,Control,,Neymar,€8 million
243,9,Aimar Oroz,10.0,23,177,Spain,"['Attacking Midfielder Centre', 'Forward']",41,2893,6,4,9,0,1.3,83.9,0.5,3,6.73,0.9,0.6,0.8,0.1,0.3,0.9,0.1,0,1.1,1.7,0.1,1.3,1.6,29.2,0.1,1.1,0.1,"['Through balls', 'Dribbling']","['Passing', 'Aerial Duels', 'Defensive contribution', 'Tackling']","['Likes to dribble', 'Likes to do layoffs', 'Likes to play short passes', 'Gets fouled often', 'Does not dive into tackles']",aimar oroz,1679742361-1389,CA Osasuna,La Liga,Zoom Mercurial Vapor 15,Vaporsite+,Nike,Blast,Speed,Attack,Cristiano Ronaldo,€6 million
